act_s,count,act
"151 OF CPC",3,516
"151 OF CPC R/W 169 1  OF IMV ACT",1,517
"151 and 23 order 3 (A), 3(B)",1,518
"151 cpc Order 1 rule 8.a",1,519
"151 of CPC",2,520
"153 A IPC 125 REPRESENTATION PEOPLE ACT",1,521
"154 and 159 of RAILWAY ACT 2008",59,522
"154 of Railways Act 2003 (Amended)",1,523
"154,144,165 of Karnataka Forest Rule",2,524
"155 (a) of Railways act 2003",65,525
"155(1)(b) Of R/A Act",1,526
"156   3 RPF Act",327,527
"156 3 Cr. P. C.",54,528
"156 R/W 196 I.M.V ACT",5,529
"156 Railway Act",307,530
"158R/W 177, 3R/W 181,  128 R/W 177",7,531
"159 OF RAILWAY ACT 2003",231,532
"159 of Railway Act",3,533
"16 (3) H Sales Tax Act",6,534
"16 3 of Indian Telegraphic Act",1126,535
"16 3 of Indian Telegraphic Act AND Indian Electicity Act 1910 column 51",211,536
"16 c1.J rw 177 M.V.RULES 192",1,537
"16 of child labour Prohibition and Regulation Act",94,538
"16(1) (a)( i) of P.F.A. Act",1,539
"16/54 RAJASTHAN EXCISE ACT",179,540
"16/54 Raj. Ex. ACt (54 Ka)",1407,541
"16/54 Raj. Ex. Act",2,542
"163 A of M V Act",26,543
"163 MV Act.",22,544
"163-A",447,545
"163-A M.V. Act",5,546
"163A of Motor Vehicle Act1989",13,547
"164 Cr,P.C.",102,548
"166   1 of IMV ACT",609,549
"166  of MV Act",1215,550
"166 IMV ACT",9,551
"166 IMV Act",392,552
"166 M V Act",2633,553
"166 of .M.V. Act Amended",124,554
"166 of IMV ACT",1070,555
"166 of M V ACT",176,556
"166 of M V Act",6348,557
"166 of M.V.Act.",61,558
"166 of MOTOR VEHICLE ACT",154,559
"166 of MV ACT",12582,560
"167 of Railway 2nd amendment act 2003",183,561
"17 And 18 Represent of people  Act",3,562
"17 C.L.A  ACT",1,563
"17(a),Cigaret Regulation & Distribution Act.1975",5,564
"171  F",5,565
"171 RW 177 M.V.RULES",76,566
"171H Representation Of People  Act,1950,1951,1989",1,567
"173 (B) Election ACT",16,568
"174 A",1,569
"174 C RAILWAY ACT",11,570
"174(c) Rly Act 1989",1,571
"177  M.V. Act",13,572
"177 192(A) 179 MV Act",1,573
"177 IMV ACT",88,574
"177 M V Act r/w 130(3),177 M V Act r/w129",3,575
"177 MV ACT,190 CLASS 117",3,576
"177 MV Act",14,577
"177 of IMV Act",169,578
"177, 506, 203, 279, 338 of IPC and Sec. 0, 3(1)(q), 3(2)(vii)(va) of SC/ST of POA Act.",1,579
"179 1 RW 177 M.V.ACT",4,580
"179/180(a) Railaway Act",1,581
"18  1  RULE 29   5  18  3 MINIMUM WAGES ACT",3,582
"18 (1) LA act",283,583
"18 1 K.T.C.ACT",57,584
"18 19 22 DV ACT",1,585
"18 OF L.A. ACT",51,586
"18 OF LAND ACQUISITION ACT",121,587
"18 Unlawful Act",1,588
"18 rule 20 CPC",2,589
"18(1) (2) of working Journalists and other News paper Misc. Act",2,590
"18(c)-18(A) and 22(1) (CCA)",1,591
"18,19,20,21,22,23 DOMESTIC VIOLENCE ACT",49,592
"18,19,20,22 D.V. ACT",16,593
"18,20(5),29(2),29(1),29(2),22(4),22(4),",2,594
"181 146 r/w 196 m.v.act",4,595
"181 183 184 179 imv act",2,596
"181 MV Act",3285,597
"181,146 IMV ACT",1,598
"182 M.V.ACT",3,599
"182/A, 184 I.M.V.Act",17,600
"183 187 134 A AND B IMV ACT",1,601
"184 185  3(1) r/w 181 MV act",1,602
"184 185 128 A R-W 127 M V ACT",1,603
"184 185 MV ACT",6,604
"184 I.M.V ACT",3,605
"184 IMV ACT 128 R/W 177 I M V ACT 119 R/W 177 IMV ACT 13 (R) I R/W 177 IMV ACT 51 R/W 177 IMV ACT 17",1,606
"184 M V ACT",6,607
"184 M V Act",48,608
"184 M.V.ACT",1354,609
"184 Mv ACt Rulr 196 R/w 177 MV ACt Rule 14 (a)(b) r/w 177 IMV Act",3,610
"184, 158 R/w 177, 128 i R/w 177 M.V. Act.",2,611
"184, 3(1) R/W 181,RULE 230 R/W 177 M V ACT",1,612
"184MVAct",1,613
"185 177-3 MV Act",3,614
"185 183 M V ACT",2,615
"185 3(1) 181 M V ACT",5,616
"185 IMV ACT",5,617
"185 IMV Act",4118,618
"185 M V ACT",29,619
"185 M.V Act",4343,620
"185 M.V Act,14 A and B r/w 177, 158 r/w 177 M.V.Act",2,621
"185 M.V. Act",3,622
"185 M.V. Act ,3 R/W 181 M.V. Act ,39 R/W 192 M.V. Act",5,623
"185 M.V. Act ,3R/W  M.V. Act ,  R/W  M.V. Act",2,624
"185 M.V. Act 128 K.M.V. R/w 177 M.V.  3r/w 181 K.v. Act",5,625
"185 M.V. Act 128 K.M.V. R/w 177 M.V. Act  184 M.V. ct",4,626
"185 M.V. Act 184 M.v. Act",16,627
"185 M.V. Act 3r/w 181 M.v. Act",152,628
"185 M.V.ACT",17434,629
"185 M.V.Act  158 R/W 177 M.V. Act   128 K MV Act R/W 177 M.V. Act",4,630
"185 M.V.Act ,184 M.V. Act , 3R/W 181 M.V. Act ,39 R/W 192 M.V Act",4,631
"185 M.V.Act 3 r/w 181 M.V. Act,158 r/w 177 M.V.,184 M.V.Act",5,632
"185 M.V.Act, 184 M.V. Act , 158 R/W 177 M.V. Act",5,633
"185 M.V.Act, 3 R/W 181 M.V. Act , 128 R/W 177 M.V. Act",2,634
"185 M.V.Act, 39 R/W 192 ,3 R/W 181 , 177 M.V. Act",2,635
"185 MC Act3 r/w 181 MV Act",6,636
"185 MOTOR VEHICAL ACT",474,637
"185 MV Act",5679,638
"185 MV Act and 3(1) M V Act",5,639
"185 MV Avt and 112 184 MV Act",1,640
"185 R/W 181 MV Act",21,641
"185 and 3/181 M.V Act",8,642
"185 imv act",389,643
"185 m.v. act.",895,644
"185 r w 188 I.M.V. Act",47,645
"185 r/w 188 I M V Act",44,646
"185, 128 R/w 177 M.V.Act",23,647
"185, 158 R/w 177 MV Act",36,648
"185, 3 R/w 181, 158 R/w 177, 128 R/w 177 MV Act.",3,649
"185, 3(1) R/W 181, 146 R/W 196, 115R/W 190(2), 230 R/W 177, 13(R) III R/W 177 IMV ACT",1,650
"185,177 MV act",9,651
"185. M.V.Act , 158 R/W 177 M.V.Act ,158 R/W 177 M.V.Act",6,652
"185.M.V. Act 184 M.V. Act  179 M.V. Act",1,653
"185M.V.Act, 158 R/W 177 M.V.Act, 158 R/W 177 M.V.Act, 128KMV Act R/W M.V.A,184 MV Act",1,654
"187 183 OF I M V ACT",1,655
"187 m.v. act",4,656
"188 R/W 185 M.V. Act",7,657
"1891 ASSAM FOREST REGULATION ACT",33,658
"1894 LAO ACT sec.11",1,659
"1894 LAO Act 30 and 31",59,660
"18c and 18A Of the Drugs and Cosmetics act,1940 that are punishable u/s 27B  II and 28 of act",1,661
"19   1 Minimum wages act 1948.",5,662
"19/54 EXICSE ACT",277,663
"19/54 RAJASTHAN EXCISE ACT",116,664
"190 RW 177 M.V.RULES",15,665
"192 A 1 1 IMV ACT",1,666
"192 A 1 I.M.V ACT, 190 3 I MV ACT",7,667
"192 A IMV Act",29,668
"192 A M V ACT",1,669
"192 M.V.ACT",49,670
"192 a (1) (7) KARNATAKA LAND REVENUE ACT",1,671
"192(A) K.L.R. Act R/W 4(1), 4(1A) MMRD Act",14,672
"192,180 M.V.ACT",2,673
"192A 183 OF I M V ACT",1,674
"192a 196 3 R/W 181  128 R/W 177 MV Act",4,675
"1939 Dissolution of Muslims Marriages Act Sec. 2(II)(IV)(VIII)(a)(d)",2,676
"1939 Mohammadan Marriage Divorce Act, Rule",1,677
"194 RW 177 M.V.ACT",2,678
"195 r/w with 340 CRPC ACT SECTION",1,679
"1955 13 B Hindu Marriage Act",66,680
"1955 of Hindu Marriage Act.",1059,681
"1956 of Hindu Marriage Act",287,682
"1956 of Hindu Minority and Guardianship Act",27,683
"196   190  2 MV ACT",2,684
"196  198  199  200  420 IPC 3 I  IX SC/ST PA Act 1989",2,685
"196 181 179 177 OF IMV ACT",4,686
"196, 198, 420 of IPC 1860 and Sec. 3(1)(9) of SC and T (POA) Act, 1989.",2,687
"196, 198, 420 of IPC and 3 I  IX SC/ST P A Act 1989",1,688
"1961 U/S 35 ACT",7,689
"1963 of Forest Act",1,690
"1965 A E Act 14 R/W 34",3,691
"1969 ACT Birth and Death",1750,692
"19th Order 41 Rule 1 and 2 CPC",2,693
"1CPC",1879,694
"1Code of Civil Procedure",78,695
"1INDIAN LUNACY ACT",1,696
"1State Bank of India Act",8,697
"2 (B) KARNATAK PREVENTION OF DISTRUCTION AND LOSS OF PROPERTY ACT 427 147 504 143 504 148 307 323 14",1,698
"2 of Prevention of Insult to Nation honour Act 1971",3,699
"2(16) 2(20) 9(2) 39 51 Wild Life Protection Act 36 IPC",1,700
"2(7)(b)(iv) 62, 80, 24 of Kar Forest Act 1963 and Rule 143 and 162 of Kar Forest",8,701
"2(7), 24, 50, 62 of KF Act and Sec. 144, 165 of KF Rule and Sec. 42, 44 of KMK Rule",2,702
"2(B)OF CONTEMPT OF COURTS ACT.",6,703
"2,5 Indian Visphotak Padarth Act",9,704
"2,9,39,50,51 Wild life Protection Act 1972",1,705
"2-36, 9, 39, 51, of wildlife Protection Act",1,706
"2. Haryana Urban Development Authority Act, 1977",1,707
"2.Indian Succession Act",779,708
"2.Muslim Personal Law (Shariat) Application Act",27,709
"2/3 GST",172,710
"2/5 Unfair means Act",1,711
"20",98,712
"20  23  of Protection of Women from Domestic Violence Act 125 ,3",6,713
"20 (b)  II (A) NDPS act.",1,714
"20 (b) (ii). 27 NDPS Act 1985",1,715
"20 .b. 1  8 .c. 60 U/s 25 of NDPS Act",4,716
"20 B 1 NDPS",3,717
"20 NDPS Act",174,718
"20 RULE 12 READ WITH ORDER 20 R 18 2 OF CPC",1,719
"20 RULE 18 OF CPC",22,720
"20 RULE 18 R/W 151 OF C.P.C.",44,721
"20 Rule 18 Of CPC",38,722
"20 Rule 18 R/W Sec. 151 of C.P.C.,",13,723
"20 Rule 18 and Sec 54 CPC",2,724
"20 Rule 18 of CPC",29,725
"20 a  B NDPS Act",1,726
"20 a B NDPS Act",3,727
"20 rule 18 r w sec 54 of CPC",9,728
"20(1) C(ii)(iii) and (vii) of A.P.Forest Act 1967",9,729
"20(1), 20(a), 8(b) of NDPS Act 1985.",2,730
"20(3), 20(4) 22 of Labout Act",8,731
"20(6)Domestic violence Act",4,732
"20(A)(B)(1) of NDPS Act 1985",3,733
"20(B)  of NDPS Act",2,734
"20(a)(i), 8(b) of NDPS Act 1985",3,735
"20(a), 25, 36(A), 8(b) of NDPS Act 1985.",27,736
"20(a), 25, 8(b) of NDPS Act",3,737
"20(a), 25, 8(b) of NDPS Act 1985",1,738
"20(a), 25, 8(b), 20(B)  of NDPS Act",1,739
"20(a), 8(b) of NDPS Act 1985",3,740
"20(b)  of NDPS Act",18,741
"20(b)(II)(A), 8(c) of NDPS Act",4,742
"20(b)(ii)(A),NAROCOTIC DRUGS AND PSYOCHOTROPIC SUBSTANCES ACT",1,743
"20(b)II(A)8 of NDPS Act",1,744
"20(i)(a), 25, 20(B), 8(b) of NDPS Act.",1,745
"20(i),  20a, 8(b) of NDPS Act.",2,746
"20(i), 20(a), 25, 8(b), 20(B) of NDPS Act",1,747
"20(ii)(B), 20a, 25, 8(b) of NDPS Act",1,748
"20/54 Raj. Ex. Aacat.",27,749
"200 of Cr.P.C.  Sec. 138 of N.I. Act and 357 of Cr.P.C.",16,750
"2005 PWDV ACt Under section 9b and 32C",3,751
"2005 PWDV Under section 12",22,752
"2005 Under section 12 1 2 sub section 18 19 20 22",11,753
"201, 379, 420 of IPC and Sec. 44(2) of Karnataka Minor Mineral Consistent Rule 1994",1,754
"202  Cr. P. C.",4,755
"202 Act",5,756
"207 MOTOR VEHICLE ACT",292,757
"20a, 25, 8(b) of NDPS Act",1,758
"20a, 25, 8b, 20(B) of NDPS Act.",1,759
"20class5B of minimun wages Act",1035,760
"21 (3) 36 (2) K EX ACT",1,761
"21 1 MMRD ACT",15,762
"21 M.M.R.D Act",4,763
"21 OT and OFPT rule",19,764
"21 RULE 11 OF C.P.C.",178,765
"21 RULE 11 of CPC",83,766
"21 RULE 2 OF CPC",47,767
"21 RULE 26 R/W SEC.151 OF CPC.",72,768
"21 RULE 32 CPC",43,769
"21 RULE 43 48 AND 54 OF CPC",1,770
"21 RULE 46 A R/W SEC 151 OF CPC",46,771
"21 RULE II OF THE CODE OF CIVIL PROCEDURE",925,772
"21 RULE OF THE CODE OF CPC",5,773
"21 Rule 11 2 of the CPC",114,774
"21 Rule 11 CPC",641,775
"21 Rule 11 Of CPC",70,776
"21 Rule 11 of CPC",53,777
"21 Rule 2 of CPC",17,778
"21 Rule 34 to 40 of CPC",4,779
"21 Rule under order R/w 151 of C.P.C.",1,780
"21 Rule, 10 and 11(2) and Sec. 151 of CPC",3,781
"21 of 31(a) RW 37 of AIR (P and CP) Act, 1981",3,782
"21 of COTPA Act 2003",8,783
"21 of MMDR  Act",1,784
"21 of MMDR Act",2,785
"21 of MMDR and Sec. 44(1)(44(2) of Karnataka Minor Mineral Consistent Rule 1994",2,786
"21 of Minimum Wages Act 1948",2,787
"21 rule 11 of CPC",283,788
"21 rule 11 of cpc r/w 36 of arbitration and conciliation act 1996",32,789
"21 rule 34 R/w section 151 CPC",2,790
"21 rule 5 of the code of Civil Procedure",3,791
"21 rule 54, 64 to 68 and 77 of CPC",1,792
"21 rule of 11 CPC",2202,793
"21 under 35 and 36",19,794
"21(1), 4(1A) of MMRD Act",2,795
"21, 22 r/w 44 of Mines and Minerals Development and Regulation Act 1957.",1,796
"21, 4(1), 4(1A) MMRD ACT",27,797
"21/A OF KSCI ACT 1961 AND 1963",4,798
"216 Indian Succession Act 1925",2,799
"21Rule 11 CPC",2,800
"22 Arms Act",43,801
"22-A of the Minimum Wages Rules,1948",3,802
"229  A",3,803
"22E OF LEGAL SERVICE AUTHRITY ACT",1,804
"22a  18   1  rule 29  5 and  18 1  rule 2  1 minimum wages act",3,805
"22rule7R/w151CPC",1,806
"23 DV Act.",1,807
"23 Mentally Health Act",1,808
"23 OF PROTECTION OF THE WOMEN FROM THE DOMESTIC VILENCE ACT 2005",10,809
"23 READ WITH SEC 22 OF THE PROTECTION OF WOMEN FROM DOMESTIC VILENCE ACT",2,810
"23(2) of the Protection of Women from Domestice Violence Act 2005",1,811
"23, 52 KFA 1963 Sec.243, 50ii(b), 62(i)( iii)",1,812
"23,24 Minimum Wages Act",7,813
"230 KMV ACT",35,814
"230 RW 177 M.V.RULES",15,815
"230.A R/w.177 of M.V. Act",5,816
"23PCPNDT",3,817
"24 1 B ii OF CPC 1908",1,818
"24 D E 62 80 K F ACT",1,819
"24 E 62 80 81  71 A KF ACT",2,820
"24 E K F ACT144 165 K F RULE",1,821
"24 Karnataka forest Act 1963",3,822
"24 OF K.F. ACT",3,823
"24 OF Maintanace of Welfare of parents and senior citizens act",2,824
"24 and Rule Shops and Establishment Act",4,825
"24 of COTPA A ct 2003",6,826
"24 of Labour Act.",1,827
"24 r/w 43 of Water and control of Pollution Act 1974",2,828
"24 r/w 80 of K F Act and 144 r/w 165 K F Rules",1,829
"24(c)(ii).50(ii)(b) 104(a) K.F.Act 1963 127(ii) 144.K.F.Act 1969.",5,830
"24(d), (e),g,gg,h,62(1),2, 73(d), 74, 33(ii) R/w 35 K.F.Act",2,831
"24(e) 86  87 KFA 1963, Sec.  144,154,155,156,160 of KFR  1969 and 379 of IPC",1,832
"24(e) Karnataka FOrest At, 62 KF rule 1969, and 144 145 165 and 71A and 379 of IPC.",1,833
"24(e).50(2)b.104(a) K.F.Act 1963.144.127(a) K.F.Act.1969.",2,834
"24, 62, 84, 86,71(A)(8), 87 Karnataka Forest Act and Sec. 144, 154, 165 of Karnataka Forest Rule.",1,835
"24-J of Karnataka Forest Act",1,836
"24/E,II/D/E,71/A,80,50/2/B AND 144 AND 165",5,837
"245(2) Nagar Palika Act",10,838
"24C  OF 11 DEG 86,87 KF ACT",1,839
"25  4 of Drugs and cosmetics Act 1940",15,840
"25 (1) (B) of Arms Act",6,841
"25 Arms Act",6395,842
"25 Arms Act 0",51,843
"25 INTER STATE MIGRANT WORKMEN  REGULATION OF EMPLOYMENT AND SERVICE CONDITIONACT 1979",3,844
"25 and 21,20(5) 12(1),25(2),71,76,78,78(1)(a) (1),78((1) B)",1,845
"25(1)(A)(B) Indian Arms Act-1969",3,846
"25(3) OF HINDU MARRIAGE ACT",1,847
"25(iii) of the Special Marriage Act 1954",1,848
"25,3 Indian Arms Act",1,849
"25/27 A Act",1240,850
"25A Act",1841,851
"26",3,852
"26  ANS U/O 7 RULE 1,2, AND 3 OF CODE OF CIVIL PROCEEDURE.",2,853
"26 AND VII R1 OF CPC",9,854
"26 ORDER 4 RULE-1 CPC",100,855
"26 ORDER 6 RULE 1 TO 6",1,856
"26 ORDER 7",4,857
"26 Order 7 Rule 1 C.P.C.",1,858
"26 Order 7 Rule 1 of CPC",6,859
"26 Order 7 Rule 1 of CPC 1908 As Amended",1,860
"26 R/w Order 7 Rule 1 of CPC",36,861
"26 RULE 13 OF CPC",8,862
"26 U/O 7 RULE 1 AND 2 R/2 SEC. 151 CPC",9,863
"26 cl4 K.M.R.RULES",1,864
"26 of CPC and Order 7 Rule 1 and Specific Relief Act 20, 21, 22",1,865
"26 of CPC.",5,866
"26 of contract labour Regulation and Abolition Act",183,867
"26 r .w order VII Rule 1 of CPC",449,868
"26 r/w order 7 rule 1 of C.P.C.",1294,869
"26(1),order VII rule 1 of CPC r/w sec.2(ii), sec.2(viii)(a) of Dissolution of Muslim Marriage Act",1,870
"26A Rule R/w 7",7,871
"27",2,872
"27 (d) (r) of K R Act",1,873
"27 1 b and d of the Special Marriage Act",1,874
"27 2a d 1 e h i i o p AND r OF THE T",2,875
"27 NDPS ACT",10,876
"27 Odisha Forest Act",2,877
"27 of 1 b and d of Special Marriage ACt",3,878
"27(B) Narcotic Drugs and Psychotropic Substances Act",2,879
"27(C)",5,880
"272 OF HINDU SUCESSION ACT",4,881
"272 of Indian succession Act",2,882
"272 of Indian succession act 1925",1,883
"276 of Indian Succession Act",6,884
"279",499,885
"279   304A",26,886
"279 , 338 , R/W 130, 187 196 IMV ACT",123,887
"279 304 A 196 181 IMV ACT",4,888
"279 304 a P C and 3r w 181 and 146 rw 196",14,889
"279 324 A R/W 181 196 IMV ACT",1,890
"279 337",7,891
"279 337 304  A   I.P.C and  3RW 181 MV Act",3,892
"279 337 338 304.A and 3 R/w.181 M.V. Act",3,893
"279 337 IPC rw 181 196 IMV act",6,894
"279 338 IPC 187 146 196 MOTOR VEHICLE ACT",1,895
"279 338 R/W 187 196 IMV ACT",4,896
"279 IPC 5 8 9 11 KPCS AND CP ACT 11(1) DPC ANIMAL ACT 192 IMV ACT",2,897
"279 R/W 187 AND 176 R/W 196 IMV ACT",2,898
"279, 304 A",113,899
"279, 337, 304(A) and 3(1) r/w 181 M.V. Act. Rule 13(R)(1)R/w 177 MV Act, Rule 15(a) r/w 177 MV Act.",2,900
"279, 337, IPX and 187, 146, R/W 196 M.V Act",1,901
"279,304A",5,902
"279,337,338 R/W 187 IMV ACT",1,903
"279,337,338 of IPC r.w184, 187 IMV Act",175,904
"279,337,338 of M.V.Act",16,905
"279,337,388of IPC , 1860 IMV Act, 1988 U/s 187",1,906
"279,338,203,504,506 r/w 34 of IPC and Sec 3(1)(r),3(1)(s),3(2)(va),3(2)(vii),3(2)(vi) of SC/ST Act",1,907
"279,338,I,P,C and 3, 181 R/w 146, 196 M.v. Act",4,908
"279-338-304(A)",13,909
"28 2 of P.C and P.N.D,T act",1,910
"28 Arms Act",12,911
"28 OF KARNATAKA CIVIL COURTS ACT",2,912
"28 Rajasthan Krishi Upaj Vipdan Act",4,913
"28 of Karnataka Civil Courts Act",17,914
"28.3B AND 28.4B OF CPC",1,915
"284 clause 1 of Karnataka Municipalities Act 1964",2,916
"285 2 KM Act",1,917
"289 CLAUSE 4 KARNATAKA PANCHAYATRAJ ACT",2,918
"289 OF THE INDIAN SUCCESSION ACT",1,919
"289.4 of the Karnataka Panchayat Raj Act 1993",2,920
"29 CL 1 PROTECTION OF WOMEN FROM D.V ACT 2005.",8,921
"29 CL 4 OF THE PROTECTIO OF WOMEN FROM DV ACT.",1,922
"29 OF THE PROTECTION OF WOMEN FROM DOMESTIC VIOLENCE ACT 2005",176,923
"29 Police ACT",77,924
"29 of the Protection of women from Domestic Violance Act 2005",67,925
"295 of Karnataka Panchayath Raj act 1993",1,926
"295, 323, 504 IPC and 3.I.X SC/ST PA Act 1989",2,927
"295.457 153",1,928
"2Code of Civil Procedure",150,929
"2Motor Vehicles Act",9077,930
"3 ,25 Indian Arms Act",1,931
"3 .1. 10 SC/ST Act.",4,932
"3 / 5 PIT",2,933
"3 1 r w 181 I M V Act",2,934
"3 4 5 Inami Chit & Dhan Parichalan Scheme Act",4,935
"3 4 7 13 Aara Machine(Sthapna & Niyaman)",1,936
"3 AND 4 OF R/W 12 1 OF KMVT ACT",1,937
"3 AND 7 of EC Act",4,938
"3 C A ACT",2,939
"3 C1 1 RW 181 M.V.ACT",197,940
"3 CL 3 KARNATAKA SMOKING PROHIBITION ACT",16,941
"3 EXCISE ACT",450,942
"3 NI ACT",15,943
"3 NIACT",1,944
"3 O.P.G",24,945
"3 O.P.G. Act",1,946
"3 OF EXPLOSIVE SUBSTANCE",1,947
"3 OF TNPPDL ACT",1,948
"3 OPG act",26,949
"3 P.C Act",5,950
"3 P.D.P.P.ACT",14,951
"3 PDPP ACT",1,952
"3 PDPP Act",6,953
"3 PDPP act",2,954
"3 Prevention of Public Property Act",38,955
"3 R/W 181 I.M.V ACT",2,956
"3 R/W 7 EC ACT 1955",1,957
"3 R/W SEC. 181 MV ACT",3,958
"3 R/w 177 M V Act",1,959
"3 R/w 18 KTC Act",55,960
"3 R/w 181  MV Act",18,961
"3 R/w 181 M V Act and 184, 188 M VAct",1,962
"3 R/w 70 of E C And Kerosen Act",1,963
"3 R/w. 181 MV Act",3,964
"3 RP 'UP' Act",17,965
"3 RULE 1 READ WITH 151 OF CPC",1,966
"3 SC and ST POA act",17,967
"3 Smoking Act",7,968
"3 and 181, 196 of I.M.V Act",20,969
"3 and 4 K.M.V ACT",178,970
"3 and 4 W. E . C Act",68,971
"3 and 4 of Employees Compensation Act",2,972
"3 and 7 of Essential Commodities Act 1955",1,973
"3 of I, X, SC/ST of PA Act 1989",189,974
"3 of I, X, XI, SC/ST of PA Act 1989",61,975
"3 of P.D.P.P. Act.",39,976
"3 of the Muslim Womens Rights and Divers  protection Act",5,977
"3 opg act",43,978
"3 r/w  181 m.v.a ct.",142,979
"3 r/w 181 m.V.Act",12,980
"3 r/w 7 EC Act 1955",2,981
"3 rw 181 M V ACT",1,982
"3(1) R/W 181 IMV ACT 13(r) III II IV R/W 177 IMV ACT 184 IMV ACT 119 R/W 177 IMV ACT 128R/W 177 IMV",1,983
"3(1) R/W 181, 185, CMV RULE 120 R/W 177IMV ACT",1,984
"3(1) r/w 181, 146 R/W 196, CMV RULE 115 R/W 190(2), 128 R/W 177 IM V ACT",1,985
"3(1)(zc) of SC/ST POA Act 2015.",5,986
"3(1)r/w.181 IMV Act",10,987
"3(a) (b) of RP(UP) Act 1966",1,988
"3(a) RP(UP)A",533,989
"3,   6  ,A,  7  EC Act r/w Regulation of S and D order 1993",1,990
"3, 11 of Prevention of Cruelty to Animals Act 1960, Sec. 184, 192 of IMV Act 1988.",1,991
"3,10 and 4 A of W.C. Act",1,992
"3,10A,10AA,Essential Commodities Act-1955",2,993
"3,4 R/w Sec 12 class1 of KMVT Act",60,994
"3,4 and 22 of ECA Act",1,995
"3,4 and 8 Immoral Traffic Prevention Act 1956 Act",7,996
"3,4 r/w s12class1A of K.M.R.T Act",2,997
"3,4,5 of Explosive Substances Act and Sec. 3(1) of Mines Act",4,998
"3,4,5,6 DP Act",14,999
"3,4,5,6,7 of PIT Act",7,1000
"3,4,5,7 PIT Act",31,1001
"3,5,8,9 R.B.A. Act",16,1002
"3,7, Petrolium Act",1,1003
"3-H (4) of National Highway Act",1,1004
"3. Punjab Village Common Lands Regulation Act, 1961",1,1005
"3.Hindu Marriage Act",3574,1006
"3.West Bengal Land and Land Reforms Act 1955",27,1007
"3/1 181.5/1 180.13/r 3. 177.192 M V Act",1,1008
"3/25 A ACT",2,1009
"3/25 Arms Act",143,1010
"3/25ARMSACT",19,1011
"3/3 SMOKE ACT",3,1012
"3/4 DOWRY ACT",141,1013
"3/4 POSCO ACT",3,1014
"3/4 Posco Act",8,1015
"3/4,7/8 Pocso Act.2012",30,1016
"3/5/8 Cow Slaughter Act",169,1017
"3/7 ARGENT THINGS",18,1018
"3/7 E.C.Act",192,1019
"3/7 ECA",1,1020
"3/7 Excise Act",1,1021
"3/8 ECA",1,1022
"30 33 rule 24 of K .S. and C Institutions Act",8,1023
"30 AND 26 SHOPS ESTABLISHMENT ACT",11,1024
"30 OF MOHAMMEDAN LAW",3,1025
"30 R/w. 177 MV Act",2,1026
"30 and 30(A) of Karnataka Land Acquisiton Act",1,1027
"30 and 31 of the Land Acquisition Act",35,1028
"30 of L.A.Act",2,1029
"302 of IPC  and Sec.  3(2)(5) of SC/ST POA Act.",7,1030
"302 of IPC and Sec. 3(2)(v) of SC/ST (POA) Act",1,1031
"302 of IPC and Sec. 3, 7, 25, 27(1), 29(A) of Indian Arms Act 1959",1,1032
"302 rpc",17,1033
"302, 120(B) r/w 34 of IPC and Sec. 3(2)(v) of SC/ST POA Act.",1,1034
"304 .a",4,1035
"304(1) of IPC and sec. 3(1)(s) of SC/ST POA Act",1,1036
"304(A) r/w 34 of IPC and Sec. 64 of C.E.A(Measures relating to safety and electric supply) Reg Act.",1,1037
"304, 201, r/w 34 of IPC and Sec. 43, 44 of Karnataka Electricity Reform Act. 1999.",2,1038
"304A and 334",1,1039
"306 RPC",1,1040
"306 of IPC and Sec. 12 of POCSO Act.",1,1041
"306 of IPC and Sec. 3(2)(V) of SCST Act",1,1042
"306RPC",2,1043
"307 338 120 (B) IPC 96(B) EPLOSIVE ACT",2,1044
"307 RPC",24,1045
"31 DV Act",1,1046
"31 OF ARBITRATION AND CONCILIATION ACT 1996",1,1047
"31 of DV Act",135,1048
"31 of DV act",3,1049
"31(2) R/w. 151 CPC",1,1050
"32   34  EXCISE ACT",245,1051
"32   34  EXCISE ACT  AND 273",7,1052
"32 (1) 38 A K EX ACT",3,1053
"32 1 38 A 43 A R/W 13 1 14 15 OF KE ACT",3,1054
"32 1 AND 3 15 A 14 OF K E ACT",5,1055
"32 1 K Ex Act",2,1056
"32 34 38 A KE ACT",6,1057
"32 34 38 A KE Act",14,1058
"32 34 43 A KE ACT",3,1059
"32 34 Excise Act",10,1060
"32 34 K E Act",94,1061
"32 34 K EX ACT",2,1062
"32 34 K Ex Act",16,1063
"32 34 KE ACT",562,1064
"32 34 OF KARNATAKA EXCISE ACT 1965",99,1065
"32 34 of K.E. Act",17,1066
"32 34 of Karnataka Excise Act",98,1067
"32 38 (A) K.E. Act.",15,1068
"32 38 a Ex. Act",2,1069
"32 CLAUSE 3 15 CLAUSE E OF K E ACT",2,1070
"32 CLAUSE 3 AND 15 A OF K E ACT",8,1071
"32 EXCISE ACT R/W 34",76,1072
"32 III 15 A K EX ACT",3,1073
"32 KE ACT",77,1074
"32 Karnataka Excised Act.",1,1075
"32 RULE 1 OF CPC",18,1076
"32 Rule 1 and 2 CPC",1,1077
"32 Rule 3 of C.P.C.",2,1078
"32 Rules 1 and 2 of  CPC",1,1079
"32 and 32 A KE Act",26,1080
"32 and 34 K.E.ACT",141,1081
